代码,名称,板块类型,板块名称,行业代码,行业名称
301328,,行业分类,申万行业,270401,未知行业
688629,,行业分类,申万行业,650501,化工
688631,,行业分类,申万行业,710401,公用事业
301360,,行业分类,申万行业,640107,化工
601006,,行业分类,申万行业,420903,机械设备
301349,,行业分类,申万行业,630702,化工
301353,,行业分类,申万行业,640106,化工
688636,,行业分类,申万行业,650501,化工
688638,,行业分类,申万行业,630703,化工
300073,,行业分类,申万行业,630702,化工
301357,,行业分类,申万行业,650301,化工
301358,,行业分类,申万行业,630702,化工
688726,,行业分类,申万行业,630505,化工
301629,,行业分类,申万行业,270108,未知行业
688729,,行业分类,申万行业,270108,未知行业
600035,,行业分类,申万行业,420901,机械设备
920068,,行业分类,申万行业,240504,银行
002995,,行业分类,申万行业,720501,公用事业
601222,,行业分类,申万行业,410106,机械设备
600292,,行业分类,申万行业,760101,公用事业
601225,,行业分类,申万行业,740101,公用事业
002214,,行业分类,申万行业,650501,化工
920080,,行业分类,申万行业,640209,化工
601228,,行业分类,申万行业,421102,机械设备
000528,,行业分类,申万行业,640601,化工
600031,,行业分类,申万行业,640601,化工
603915,,行业分类,申万行业,640108,化工
603912,,行业分类,申万行业,640105,化工
600032,,行业分类,申万行业,410106,机械设备
002218,,行业分类,申万行业,410106,机械设备
603906,,行业分类,申万行业,630702,化工
002980,,行业分类,申万行业,630804,化工
002979,,行业分类,申万行业,640701,化工
603903,,行业分类,申万行业,760102,公用事业
002977,,行业分类,申万行业,650501,化工
003022,,行业分类,申万行业,630504,化工
003027,,行业分类,申万行业,760101,公用事业
002210,,行业分类,申万行业,760103,公用事业
600026,,行业分类,申万行业,421101,机械设备
920027,,行业分类,申万行业,640501,化工
920029,,行业分类,申万行业,630804,化工
000537,,行业分类,申万行业,410107,机械设备
603966,,行业分类,申万行业,640203,化工
601200,,行业分类,申万行业,760103,公用事业
603960,,行业分类,申万行业,640704,化工
002204,,行业分类,申万行业,640203,化工
300002,,行业分类,申万行业,720401,公用事业
601218,,行业分类,申万行业,630602,化工
003031,,行业分类,申万行业,730206,公用事业
300001,,行业分类,申万行业,630801,化工
920056,,行业分类,申万行业,220501,未知行业
000533,,行业分类,申万行业,630801,化工
003816,,行业分类,申万行业,410108,机械设备
003040,,行业分类,申万行业,730206,公用事业
003039,,行业分类,申万行业,760102,公用事业
003035,,行业分类,申万行业,410110,机械设备
600029,,行业分类,申万行业,421001,机械设备
600033,,行业分类,申万行业,420901,机械设备
002975,,行业分类,申万行业,640702,化工
603967,,行业分类,申万行业,420805,机械设备
002973,,行业分类,申万行业,760103,公用事业
600283,,行业分类,申万行业,760102,公用事业
002930,,行业分类,申万行业,420806,机械设备
002929,,行业分类,申万行业,730103,公用事业
002928,,行业分类,申万行业,421001,机械设备
002927,,行业分类,申万行业,630802,化工
601368,,行业分类,申万行业,760102,公用事业
002919,,行业分类,申万行业,720401,公用事业
601369,,行业分类,申万行业,640203,化工
002912,,行业分类,申万行业,710103,公用事业
002238,,行业分类,申万行业,721001,公用事业
603871,,行业分类,申万行业,420805,机械设备
600050,,行业分类,申万行业,730102,公用事业
002905,,行业分类,申万行业,720602,公用事业
002902,,行业分类,申万行业,730204,公用事业
920158,,行业分类,申万行业,640203,化工
000507,,行业分类,申万行业,410107,机械设备
603861,,行业分类,申万行业,630802,化工
601399,,行业分类,申万行业,640203,化工
002897,,行业分类,申万行业,730204,公用事业
601333,,行业分类,申万行业,420903,机械设备
601330,,行业分类,申万行业,760103,公用事业
002931,,行业分类,申万行业,640108,化工
600289,,行业分类,申万行业,730103,公用事业
603897,,行业分类,申万行业,630805,化工
002967,,行业分类,申万行业,460802,机械设备
920100,,行业分类,申万行业,630101,化工
603888,,行业分类,申万行业,720704,公用事业
920101,,行业分类,申万行业,640601,化工
000520,,行业分类,申万行业,421101,机械设备
002957,,行业分类,申万行业,640702,化工
601298,,行业分类,申万行业,421102,机械设备
002227,,行业分类,申万行业,630306,化工
002935,,行业分类,申万行业,650501,化工
600037,,行业分类,申万行业,721001,公用事业
002953,,行业分类,申万行业,630805,化工
601311,,行业分类,申万行业,630705,化工
603885,,行业分类,申万行业,421001,机械设备
601326,,行业分类,申万行业,421102,机械设备
920112,,行业分类,申万行业,640209,化工
002231,,行业分类,申万行业,650501,化工
603881,,行业分类,申万行业,730104,公用事业
002202,,行业分类,申万行业,630601,化工
920022,,行业分类,申万行业,280203,未知行业
301630,,行业分类,申万行业,270601,未知行业
002179,,行业分类,申万行业,650501,化工
601098,,行业分类,申万行业,720901,公用事业
688777,,行业分类,申万行业,640702,化工
002174,,行业分类,申万行业,720401,公用事业
300045,,行业分类,申万行业,650501,化工
688778,,行业分类,申万行业,630702,化工
002175,,行业分类,申万行业,640107,化工
688779,,行业分类,申万行业,630702,化工
600004,,行业分类,申万行业,421002,机械设备
600312,,行业分类,申万行业,630801,化工
601100,,行业分类,申万行业,640602,化工
601101,,行业分类,申万行业,740101,公用事业
002176,,行业分类,申万行业,630101,化工
300043,,行业分类,申万行业,720401,公用事业
601107,,行业分类,申万行业,420901,机械设备
601111,,行业分类,申万行业,421001,机械设备
600310,,行业分类,申万行业,410110,机械设备
688788,,行业分类,申万行业,650501,化工
300040,,行业分类,申万行业,410110,机械设备
600008,,行业分类,申万行业,760102,公用事业
301678,,行业分类,申万行业,270103,未知行业
301668,,行业分类,申万行业,630802,化工
301665,,行业分类,申万行业,220803,商业贸易
688757,,行业分类,申万行业,460802,机械设备
688733,,行业分类,申万行业,630702,化工
002169,,行业分类,申万行业,630803,化工
601083,,行业分类,申万行业,421101,机械设备
000571,,行业分类,申万行业,740101,公用事业
688750,,行业分类,申万行业,240504,银行
688755,,行业分类,申万行业,370502,医药生物
601088,,行业分类,申万行业,740101,公用事业
301632,,行业分类,申万行业,460802,机械设备
300050,,行业分类,申万行业,730103,公用事业
688776,,行业分类,申万行业,650501,化工
301633,,行业分类,申万行业,640702,化工
300048,,行业分类,申万行业,640702,化工
301636,,行业分类,申万行业,630502,化工
301656,,行业分类,申万行业,280206,未知行业
301658,,行业分类,申万行业,630503,化工
688768,,行业分类,申万行业,640107,化工
688772,,行业分类,申万行业,630701,化工
301662,,行业分类,申万行业,630703,化工
000557,,行业分类,申万行业,420903,机械设备
600009,,行业分类,申万行业,421002,机械设备
300007,,行业分类,申万行业,640107,化工
300014,,行业分类,申万行业,630701,化工
920005,,行业分类,申万行业,270504,未知行业
000547,,行业分类,申万行业,650501,化工
002194,,行业分类,申万行业,730204,公用事业
300017,,行业分类,申万行业,710301,公用事业
920007,,行业分类,申万行业,630504,化工
601177,,行业分类,申万行业,640108,化工
000546,,行业分类,申万行业,760103,公用事业
601179,,行业分类,申万行业,630801,化工
920015,,行业分类,申万行业,220316,未知行业
601126,,行业分类,申万行业,630803,化工
300013,,行业分类,申万行业,420803,机械设备
300012,,行业分类,申万行业,460802,机械设备
300011,,行业分类,申万行业,640501,化工
000544,,行业分类,申万行业,760102,公用事业
920018,,行业分类,申万行业,630805,化工
601188,,行业分类,申万行业,420901,机械设备
603969,,行业分类,申万行业,640108,化工
601199,,行业分类,申万行业,760102,公用事业
000548,,行业分类,申万行业,420901,机械设备
300018,,行业分类,申万行业,630803,化工
603985,,行业分类,申万行业,630602,化工
300024,,行业分类,申万行业,640701,化工
300035,,行业分类,申万行业,630702,化工
600012,,行业分类,申万行业,420901,机械设备
002181,,行业分类,申万行业,720902,公用事业
603999,,行业分类,申万行业,720902,公用事业
002184,,行业分类,申万行业,640702,化工
688819,,行业分类,申万行业,630705,化工
300031,,行业分类,申万行业,720401,公用事业
601156,,行业分类,申万行业,420805,机械设备
600017,,行业分类,申万行业,421102,机械设备
300027,,行业分类,申万行业,720601,公用事业
600018,,行业分类,申万行业,421102,机械设备
000552,,行业分类,申万行业,740101,公用事业
603990,,行业分类,申万行业,710401,公用事业
002189,,行业分类,申万行业,650501,化工
000551,,行业分类,申万行业,760201,公用事业
600020,,行业分类,申万行业,420901,机械设备
601158,,行业分类,申万行业,760102,公用事业
300025,,行业分类,申万行业,730103,公用事业
688170,,行业分类,申万行业,640703,化工
300792,,行业分类,申万行业,450603,机械设备
920992,,行业分类,申万行业,370502,医药生物
920699,,行业分类,申万行业,330601,医药生物
920014,,行业分类,申万行业,410301,机械设备
920641,,行业分类,申万行业,330501,医药生物
920275,,行业分类,申万行业,110801,未知行业
920642,,行业分类,申万行业,650201,化工
920651,,行业分类,申万行业,640107,化工
920656,,行业分类,申万行业,370101,医药生物
920274,,行业分类,申万行业,360204,医药生物
920662,,行业分类,申万行业,640106,化工
920639,,行业分类,申万行业,630805,化工
920403,,行业分类,申万行业,110101,未知行业
920010,,行业分类,申万行业,410301,机械设备
920075,,行业分类,申万行业,360205,医药生物
920663,,行业分类,申万行业,280202,未知行业
920665,,行业分类,申万行业,220602,未知行业
920670,,行业分类,申万行业,370603,医药生物
920640,,行业分类,申万行业,730205,公用事业
920278,,行业分类,申万行业,370502,医药生物
920675,,行业分类,申万行业,220901,商业贸易
920592,,行业分类,申万行业,710401,公用事业
920578,,行业分类,申万行业,640701,化工
920579,,行业分类,申万行业,640701,化工
920305,,行业分类,申万行业,710301,公用事业
920580,,行业分类,申万行业,610301,化工
920304,,行业分类,申万行业,220204,未知行业
920300,,行业分类,申万行业,370502,医药生物
920634,,行业分类,申万行业,240303,未知行业
920593,,行业分类,申万行业,640701,化工
920599,,行业分类,申万行业,640601,化工
920608,,行业分类,申万行业,640207,化工
920299,,行业分类,申万行业,630803,化工
920284,,行业分类,申万行业,640209,化工
920627,,行业分类,申万行业,630705,化工
920077,,行业分类,申万行业,220404,未知行业
920679,,行业分类,申万行业,640108,化工
920000,,行业分类,申万行业,280203,未知行业
920718,,行业分类,申万行业,330601,医药生物
920703,,行业分类,申万行业,640203,化工
920706,,行业分类,申万行业,640601,化工
920057,,行业分类,申万行业,620401,化工
920717,,行业分类,申万行业,640209,化工
920261,,行业分类,申万行业,220313,未知行业
920260,,行业分类,申万行业,640108,化工
920001,,行业分类,申万行业,270301,未知行业
920415,,行业分类,申万行业,710401,公用事业
920454,,行业分类,申万行业,280203,未知行业
920720,,行业分类,申万行业,640602,化工
920252,,行业分类,申万行业,630701,化工
920249,,行业分类,申万行业,730206,公用事业
920247,,行业分类,申万行业,280205,未知行业
920701,,行业分类,申万行业,270504,未知行业
920262,,行业分类,申万行业,350206,医药生物
920405,,行业分类,申万行业,640702,化工
920689,,行业分类,申万行业,640106,化工
920680,,行业分类,申万行业,710401,公用事业
920273,,行业分类,申万行业,110504,未知行业
920682,,行业分类,申万行业,630805,化工
920685,,行业分类,申万行业,640107,化工
920271,,行业分类,申万行业,280203,未知行业
920270,,行业分类,申万行业,280202,未知行业
920263,,行业分类,申万行业,760101,公用事业
920690,,行业分类,申万行业,280202,未知行业
920006,,行业分类,申万行业,650201,化工
920267,,行业分类,申万行业,270504,未知行业
920693,,行业分类,申万行业,640108,化工
920694,,行业分类,申万行业,220602,未知行业
920266,,行业分类,申万行业,370201,医药生物
920339,,行业分类,申万行业,330501,医药生物
920344,,行业分类,申万行业,370304,医药生物
920576,,行业分类,申万行业,240201,未知行业
920505,,行业分类,申万行业,640108,化工
920493,,行业分类,申万行业,710301,公用事业
920496,,行业分类,申万行业,630801,化工
920394,,行业分类,申万行业,360103,医药生物
920504,,行业分类,申万行业,370502,医药生物
920023,,行业分类,申万行业,110501,未知行业
920392,,行业分类,申万行业,360205,医药生物
920508,,行业分类,申万行业,640704,化工
920491,,行业分类,申万行业,270203,未知行业
920445,,行业分类,申万行业,360308,医药生物
920021,,行业分类,申万行业,721001,公用事业
920509,,行业分类,申万行业,640107,化工
920510,,行业分类,申万行业,640602,化工
920378,,行业分类,申万行业,280203,未知行业
920062,,行业分类,申万行业,630801,化工
920575,,行业分类,申万行业,370303,医药生物
920033,,行业分类,申万行业,220309,未知行业
920455,,行业分类,申万行业,640209,化工
920469,,行业分类,申万行业,220503,未知行业
920471,,行业分类,申万行业,220309,未知行业
920039,,行业分类,申万行业,460804,机械设备
920402,,行业分类,申万行业,270601,未知行业
920475,,行业分类,申万行业,640209,化工
920030,,行业分类,申万行业,280302,未知行业
920489,,行业分类,申万行业,220204,未知行业
920396,,行业分类,申万行业,640704,化工
920026,,行业分类,申万行业,640209,化工
920061,,行业分类,申万行业,640209,化工
920476,,行业分类,申万行业,640107,化工
920478,,行业分类,申万行业,370101,医药生物
920395,,行业分类,申万行业,640204,化工
920375,,行业分类,申万行业,630803,化工
920519,,行业分类,申万行业,220309,未知行业
920564,,行业分类,申万行业,620601,化工
920367,,行业分类,申万行业,370101,医药生物
920553,,行业分类,申万行业,640208,化工
920363,,行业分类,申万行业,640107,化工
920556,,行业分类,申万行业,630804,化工
920047,,行业分类,申万行业,370304,医药生物
920017,,行业分类,申万行业,370102,医药生物
920357,,行业分类,申万行业,270504,未知行业
920438,,行业分类,申万行业,270303,未知行业
920351,,行业分类,申万行业,420805,机械设备
920566,,行业分类,申万行业,370102,医药生物
920570,,行业分类,申万行业,640106,化工
920346,,行业分类,申万行业,270504,未知行业
920571,,行业分类,申万行业,421101,机械设备
920547,,行业分类,申万行业,370304,医药生物
920541,,行业分类,申万行业,640501,化工
920533,,行业分类,申万行业,280202,未知行业
920527,,行业分类,申万行业,350105,医药生物
920368,,行业分类,申万行业,630505,化工
920370,,行业分类,申万行业,760103,公用事业
920526,,行业分类,申万行业,270601,未知行业
920046,,行业分类,申万行业,630801,化工
920371,,行业分类,申万行业,110504,未知行业
920058,,行业分类,申万行业,280402,未知行业
920523,,行业分类,申万行业,630701,化工
920522,,行业分类,申万行业,630703,化工
920374,,行业分类,申万行业,730207,公用事业
920087,,行业分类,申万行业,110101,未知行业
920719,,行业分类,申万行业,220901,商业贸易
920725,,行业分类,申万行业,640103,化工
920090,,行业分类,申万行业,710103,公用事业
920892,,行业分类,申万行业,620601,化工
920895,,行业分类,申万行业,640207,化工
920425,,行业分类,申万行业,640702,化工
920896,,行业分类,申万行业,280203,未知行业
920152,,行业分类,申万行业,630703,化工
920906,,行业分类,申万行业,280202,未知行业
920914,,行业分类,申万行业,630701,化工
920857,,行业分类,申万行业,270504,未知行业
920924,,行业分类,申万行业,730103,公用事业
920925,,行业分类,申万行业,370502,医药生物
920926,,行业分类,申万行业,330301,医药生物
920931,,行业分类,申万行业,640203,化工
920932,,行业分类,申万行业,640203,化工
920092,,行业分类,申万行业,710401,公用事业
920163,,行业分类,申万行业,360206,医药生物
920885,,行业分类,申万行业,640702,化工
920879,,行业分类,申万行业,640107,化工
920167,,行业分类,申万行业,630504,化工
920169,,行业分类,申万行业,640108,化工
920876,,行业分类,申万行业,270504,未知行业
920873,,行业分类,申万行业,620601,化工
920871,,行业分类,申万行业,280203,未知行业
920870,,行业分类,申万行业,640101,化工
920171,,行业分类,申万行业,710301,公用事业
920174,,行业分类,申万行业,640203,化工
920726,,行业分类,申万行业,340901,医药生物
920175,,行业分类,申万行业,220901,商业贸易
920179,,行业分类,申万行业,220901,商业贸易
920942,,行业分类,申万行业,640602,化工
920943,,行业分类,申万行业,640108,化工
920422,,行业分类,申万行业,220315,未知行业
920110,,行业分类,申万行业,630306,化工
920418,,行业分类,申万行业,280203,未知行业
920985,,行业分类,申万行业,630502,化工
920982,,行业分类,申万行业,770301,公用事业
920414,,行业分类,申万行业,630505,化工
920419,,行业分类,申万行业,110404,未知行业
920981,,行业分类,申万行业,270203,未知行业
920978,,行业分类,申万行业,280203,未知行业
920976,,行业分类,申万行业,710102,公用事业
920122,,行业分类,申万行业,460802,机械设备
920123,,行业分类,申万行业,770201,公用事业
920130,,行业分类,申万行业,710301,公用事业
920132,,行业分类,申万行业,360307,医药生物
920974,,行业分类,申万行业,220309,未知行业
920971,,行业分类,申万行业,220901,商业贸易
920970,,行业分类,申万行业,110801,未知行业
920139,,行业分类,申万行业,270107,未知行业
920145,,行业分类,申万行业,760201,公用事业
920964,,行业分类,申万行业,110901,未知行业
920961,,行业分类,申万行业,640107,化工
920146,,行业分类,申万行业,280203,未知行业
920957,,行业分类,申万行业,220309,未知行业
920953,,行业分类,申万行业,710301,公用事业
920149,,行业分类,申万行业,620601,化工
920407,,行业分类,申万行业,640107,化工
920950,,行业分类,申万行业,640106,化工
920946,,行业分类,申万行业,370101,医药生物
920866,,行业分类,申万行业,220803,商业贸易
920856,,行业分类,申万行业,640209,化工
920809,,行业分类,申万行业,630702,化工
920779,,行业分类,申万行业,630703,化工
920781,,行业分类,申万行业,640203,化工
920436,,行业分类,申万行业,280206,未知行业
920433,,行业分类,申万行业,370201,医药生物
920786,,行业分类,申万行业,340702,医药生物
920212,,行业分类,申万行业,270504,未知行业
920208,,行业分类,申万行业,620601,化工
920790,,行业分类,申万行业,710301,公用事业
920792,,行业分类,申万行业,610301,化工
920799,,行业分类,申万行业,710401,公用事业
920802,,行业分类,申万行业,760101,公用事业
920207,,行业分类,申万行业,710401,公用事业
920806,,行业分类,申万行业,710301,公用事业
920204,,行业分类,申万行业,360204,医药生物
920199,,行业分类,申万行业,330303,医药生物
920221,,行业分类,申万行业,280205,未知行业
920770,,行业分类,申万行业,630502,化工
920223,,行业分类,申万行业,640602,化工
920753,,行业分类,申万行业,460802,机械设备
920729,,行业分类,申万行业,110801,未知行业
920735,,行业分类,申万行业,370102,医药生物
920748,,行业分类,申万行业,710301,公用事业
920751,,行业分类,申万行业,240201,未知行业
920245,,行业分类,申万行业,640602,化工
920242,,行业分类,申万行业,280203,未知行业
920239,,行业分类,申万行业,630701,化工
920765,,行业分类,申万行业,360308,医药生物
920768,,行业分类,申万行业,330601,医药生物
920237,,行业分类,申万行业,630701,化工
920230,,行业分类,申万行业,370101,医药生物
920227,,行业分类,申万行业,710301,公用事业
920225,,行业分类,申万行业,220602,未知行业
920808,,行业分类,申万行业,710103,公用事业
920807,,行业分类,申万行业,640103,化工
920833,,行业分类,申万行业,640106,化工
920195,,行业分类,申万行业,280203,未知行业
920427,,行业分类,申万行业,620601,化工
920429,,行业分类,申万行业,340407,医药生物
920184,,行业分类,申万行业,710402,公用事业
920855,,行业分类,申万行业,640209,化工
920839,,行业分类,申万行业,640602,化工
920185,,行业分类,申万行业,630702,化工
920837,,行业分类,申万行业,280203,未知行业
920834,,行业分类,申万行业,220602,未知行业
920832,,行业分类,申万行业,220901,商业贸易
920826,,行业分类,申万行业,340406,医药生物
920089,,行业分类,申万行业,220503,未知行业
920190,,行业分类,申万行业,710103,公用事业
920810,,行业分类,申万行业,640208,化工
920819,,行业分类,申万行业,220803,商业贸易
920198,,行业分类,申万行业,710102,公用事业
920821,,行业分类,申万行业,270202,未知行业
002258,,行业分类,申万行业,220803,商业贸易
300049,,行业分类,申万行业,370502,医药生物
002637,,行业分类,申万行业,220309,未知行业
002984,,行业分类,申万行业,280204,未知行业
603255,,行业分类,申万行业,220309,未知行业
688357,,行业分类,申万行业,220309,未知行业
601966,,行业分类,申万行业,280204,未知行业
601500,,行业分类,申万行业,280204,未知行业
601058,,行业分类,申万行业,280204,未知行业
688267,,行业分类,申万行业,220309,未知行业
000589,,行业分类,申万行业,280204,未知行业
300285,,行业分类,申万行业,270601,未知行业
002738,,行业分类,申万行业,240504,银行
301108,,行业分类,申万行业,770101,公用事业
002357,,行业分类,申万行业,420902,机械设备
300658,,行业分类,申万行业,770101,公用事业
301110,,行业分类,申万行业,450603,机械设备
002117,,行业分类,申万行业,360202,医药生物
688131,,行业分类,申万行业,370603,医药生物
603882,,行业分类,申万行业,370602,医药生物
300142,,行业分类,申万行业,370303,医药生物
300363,,行业分类,申万行业,370603,医药生物
301230,,行业分类,申万行业,370603,医药生物
301393,,行业分类,申万行业,370304,医药生物
300347,,行业分类,申万行业,370603,医药生物
688521,,行业分类,申万行业,270104,未知行业
600429,,行业分类,申万行业,340702,医药生物
600028,,行业分类,申万行业,750301,公用事业
000848,,行业分类,申万行业,340701,医药生物
002648,,行业分类,申万行业,220204,未知行业
000703,,行业分类,申万行业,750301,公用事业
002946,,行业分类,申万行业,340702,医药生物
000729,,行业分类,申万行业,340601,医药生物
600132,,行业分类,申万行业,340601,医药生物
002221,,行业分类,申万行业,750303,公用事业
002461,,行业分类,申万行业,340601,医药生物
601233,,行业分类,申万行业,750303,公用事业
600600,,行业分类,申万行业,340601,医药生物
600597,,行业分类,申万行业,340702,医药生物
600419,,行业分类,申万行业,340702,医药生物
600688,,行业分类,申万行业,750301,公用事业
603909,,行业分类,申万行业,620601,化工
002557,,行业分类,申万行业,340801,医药生物
600887,,行业分类,申万行业,340702,医药生物
002991,,行业分类,申万行业,340801,医药生物
603719,,行业分类,申万行业,340801,医药生物
603057,,行业分类,申万行业,340803,医药生物
300759,,行业分类,申万行业,370603,医药生物
002241,,行业分类,申万行业,270504,未知行业
300832,,行业分类,申万行业,370504,医药生物
300709,,行业分类,申万行业,270504,未知行业
002821,,行业分类,申万行业,370603,医药生物
603893,,行业分类,申万行业,270104,未知行业
603890,,行业分类,申万行业,270504,未知行业
301257,,行业分类,申万行业,370603,医药生物
002497,,行业分类,申万行业,220307,未知行业
603127,,行业分类,申万行业,370603,医药生物
600673,,行业分类,申万行业,510101,电气设备
301235,,行业分类,申万行业,370502,医药生物
603259,,行业分类,申万行业,370603,医药生物
600516,,行业分类,申万行业,230302,未知行业
301272,,行业分类,申万行业,640105,化工
001395,,行业分类,申万行业,640209,化工
600305,,行业分类,申万行业,340901,医药生物
002303,,行业分类,申万行业,360205,医药生物
603031,,行业分类,申万行业,630705,化工
600136,,行业分类,申万行业,430301,机械设备
603717,,行业分类,申万行业,110702,未知行业
300716,,行业分类,申万行业,630502,化工
002631,,行业分类,申万行业,360306,医药生物
600784,,行业分类,申万行业,220203,未知行业
000048,,行业分类,申万行业,110702,未知行业
002765,,行业分类,申万行业,280205,未知行业
002485,,行业分类,申万行业,420802,机械设备
002243,,行业分类,申万行业,460804,机械设备
603991,,行业分类,申万行业,270108,未知行业
603238,,行业分类,申万行业,350106,医药生物
601113,,行业分类,申万行业,220406,未知行业
000886,,行业分类,申万行业,420901,机械设备
600061,,行业分类,申万行业,490101,机械设备
920037,,行业分类,申万行业,630805,化工
002951,,行业分类,申万行业,630306,化工
300740,,行业分类,申万行业,770202,公用事业
002185,,行业分类,申万行业,270107,未知行业
688002,,行业分类,申万行业,650501,化工
300680,,行业分类,申万行业,280203,未知行业
600418,,行业分类,申万行业,280601,未知行业
603260,,行业分类,申万行业,220316,未知行业
301479,,行业分类,申万行业,270303,未知行业
301501,,行业分类,申万行业,360311,医药生物
920106,,行业分类,申万行业,280203,未知行业
002103,,行业分类,申万行业,360501,医药生物
601968,,行业分类,申万行业,360203,医药生物
688722,,行业分类,申万行业,220404,未知行业
688488,,行业分类,申万行业,370304,医药生物
603317,,行业分类,申万行业,340901,医药生物
605338,,行业分类,申万行业,340406,医药生物
603345,,行业分类,申万行业,340406,医药生物
600298,,行业分类,申万行业,340901,医药生物
603170,,行业分类,申万行业,340901,医药生物
001215,,行业分类,申万行业,340406,医药生物
000596,,行业分类,申万行业,340501,医药生物
605337,,行业分类,申万行业,340701,医药生物
300915,,行业分类,申万行业,340702,医药生物
603198,,行业分类,申万行业,340501,医药生物
603711,,行业分类,申万行业,340701,医药生物
603027,,行业分类,申万行业,340901,医药生物
600872,,行业分类,申万行业,340901,医药生物
002216,,行业分类,申万行业,340406,医药生物
603755,,行业分类,申万行业,340901,医药生物
603866,,行业分类,申万行业,340802,医药生物
002507,,行业分类,申万行业,340901,医药生物
600054,,行业分类,申万行业,461003,机械设备
603014,,行业分类,申万行业,370503,医药生物
688583,,行业分类,申万行业,640107,化工
002215,,行业分类,申万行业,110103,未知行业
600299,,行业分类,申万行业,220315,未知行业
600968,,行业分类,申万行业,750201,公用事业
603688,,行业分类,申万行业,220901,商业贸易
688602,,行业分类,申万行业,220309,未知行业
603630,,行业分类,申万行业,770202,公用事业
605300,,行业分类,申万行业,340702,医药生物
300783,,行业分类,申万行业,340801,医药生物
002847,,行业分类,申万行业,340801,医药生物
600699,,行业分类,申万行业,280206,未知行业
688141,,行业分类,申万行业,270105,未知行业
300703,,行业分类,申万行业,360501,医药生物
605009,,行业分类,申万行业,770101,公用事业
600576,,行业分类,申万行业,461003,机械设备
002045,,行业分类,申万行业,270503,未知行业
002600,,行业分类,申万行业,270504,未知行业
301078,,行业分类,申万行业,450401,机械设备
000558,,行业分类,申万行业,461003,机械设备
603619,,行业分类,申万行业,750201,公用事业
688019,,行业分类,申万行业,270601,未知行业
605196,,行业分类,申万行业,630805,化工
002044,,行业分类,申万行业,370604,医药生物
002036,,行业分类,申万行业,270303,未知行业
920108,,行业分类,申万行业,330601,医药生物
688150,,行业分类,申万行业,270601,未知行业
000408,,行业分类,申万行业,240603,银行
920016,,行业分类,申万行业,220315,未知行业
002236,,行业分类,申万行业,710102,公用事业
920002,,行业分类,申万行业,640108,化工
002415,海康威视,行业分类,申万行业,710102,公用事业
920019,,行业分类,申万行业,620404,化工
920060,,行业分类,申万行业,270202,未知行业
001979,,行业分类,申万行业,430102,机械设备
301173,,行业分类,申万行业,280202,未知行业
688095,,行业分类,申万行业,710402,公用事业
920128,,行业分类,申万行业,270203,未知行业
000066,,行业分类,申万行业,710103,公用事业
920111,,行业分类,申万行业,630802,化工
688111,,行业分类,申万行业,710402,公用事业
688475,,行业分类,申万行业,710102,公用事业
920118,,行业分类,申万行业,630805,化工
920066,,行业分类,申万行业,220503,未知行业
920088,,行业分类,申万行业,750201,公用事业
920116,,行业分类,申万行业,710301,公用事业
688023,,行业分类,申万行业,710402,公用事业
920082,,行业分类,申万行业,640108,化工
920098,,行业分类,申万行业,220602,未知行业
920008,,行业分类,申万行业,650501,化工
603409,,行业分类,申万行业,280202,未知行业
002230,,行业分类,申万行业,710402,公用事业
000887,,行业分类,申万行业,280205,未知行业
605319,,行业分类,申万行业,280205,未知行业
603166,,行业分类,申万行业,280203,未知行业
302132,,行业分类,申万行业,650501,化工
000541,,行业分类,申万行业,330501,医药生物
300130,,行业分类,申万行业,710103,公用事业
003010,,行业分类,申万行业,450603,机械设备
002918,,行业分类,申万行业,360306,医药生物
002085,,行业分类,申万行业,280204,未知行业
300369,,行业分类,申万行业,710402,公用事业
301276,,行业分类,申万行业,350209,医药生物
000913,,行业分类,申万行业,280402,未知行业
002154,,行业分类,申万行业,350209,医药生物
603908,,行业分类,申万行业,350205,医药生物
002084,,行业分类,申万行业,360309,医药生物
605138,,行业分类,申万行业,350209,医药生物
002466,,行业分类,申万行业,240603,银行
601515,,行业分类,申万行业,360205,医药生物
002968,,行业分类,申万行业,430301,机械设备
000629,,行业分类,申万行业,230302,未知行业
688162,,行业分类,申万行业,640209,化工
688639,,行业分类,申万行业,220315,未知行业
600639,,行业分类,申万行业,430103,机械设备
301371,,行业分类,申万行业,770202,公用事业
002318,,行业分类,申万行业,230501,休闲服务
002982,,行业分类,申万行业,110703,未知行业
300114,,行业分类,申万行业,650501,化工
603558,,行业分类,申万行业,350102,医药生物
300568,,行业分类,申万行业,630702,化工
300580,,行业分类,申万行业,280203,未知行业
001914,,行业分类,申万行业,430301,机械设备
600733,,行业分类,申万行业,280501,未知行业
688300,,行业分类,申万行业,220901,商业贸易
300973,,行业分类,申万行业,340802,医药生物
600398,,行业分类,申万行业,350209,医药生物
003012,,行业分类,申万行业,360306,医药生物
600399,,行业分类,申万行业,230501,休闲服务
300121,,行业分类,申万行业,220604,未知行业
003016,,行业分类,申万行业,350209,医药生物
688548,,行业分类,申万行业,270601,未知行业
000069,,行业分类,申万行业,430102,机械设备
600197,,行业分类,申万行业,340501,医药生物
601963,,行业分类,申万行业,480401,机械设备
002340,,行业分类,申万行业,630702,化工
603690,,行业分类,申万行业,270108,未知行业
600415,,行业分类,申万行业,450304,机械设备
