代码,名称,板块类型,板块名称,行业代码,行业名称
002295,,行业分类,申万行业,240302,未知行业
000783,,行业分类,申万行业,490101,机械设备
000785,,行业分类,申万行业,450303,机械设备
000603,,行业分类,申万行业,240303,未知行业
002316,,行业分类,申万行业,730203,公用事业
002359,,行业分类,申万行业,630404,化工
002165,,行业分类,申万行业,220313,未知行业
000759,,行业分类,申万行业,450302,机械设备
002167,,行业分类,申万行业,240504,银行
002307,,行业分类,申万行业,620302,化工
000619,,行业分类,申万行业,610303,化工
002308,,行业分类,申万行业,710101,公用事业
000768,,行业分类,申万行业,650201,化工
002310,,行业分类,申万行业,620501,化工
002162,,行业分类,申万行业,610303,化工
000776,,行业分类,申万行业,490101,机械设备
002312,,行业分类,申万行业,710101,公用事业
002302,,行业分类,申万行业,610303,化工
002163,,行业分类,申万行业,610303,化工
002314,,行业分类,申万行业,610303,化工
000612,,行业分类,申万行业,240301,未知行业
002147,,行业分类,申万行业,640102,化工
002178,,行业分类,申万行业,620404,化工
002331,,行业分类,申万行业,710202,公用事业
000564,,行业分类,申万行业,450301,机械设备
000751,,行业分类,申万行业,240303,未知行业
002353,,行业分类,申万行业,640203,化工
000800,,行业分类,申万行业,280101,未知行业
000563,,行业分类,申万行业,490301,机械设备
000753,,行业分类,申万行业,450401,机械设备
000562,,行业分类,申万行业,490101,机械设备
000750,,行业分类,申万行业,490101,机械设备
002356,,行业分类,申万行业,630203,化工
000561,,行业分类,申万行业,730201,公用事业
002282,,行业分类,申万行业,640103,化工
002187,,行业分类,申万行业,450301,机械设备
000633,,行业分类,申万行业,640209,化工
002135,,行业分类,申万行业,620401,化工
000996,,行业分类,申万行业,490301,机械设备
000585,,行业分类,申万行业,630401,化工
002333,,行业分类,申万行业,610303,化工
000786,,行业分类,申万行业,610303,化工
000625,,行业分类,申万行业,280101,未知行业
002180,,行业分类,申万行业,630201,化工
002336,,行业分类,申万行业,450302,机械设备
002337,,行业分类,申万行业,640209,化工
002142,,行业分类,申万行业,480101,机械设备
002140,,行业分类,申万行业,620402,化工
000789,,行业分类,申万行业,610101,化工
000938,,行业分类,申万行业,710101,公用事业
002344,,行业分类,申万行业,450502,机械设备
000923,,行业分类,申万行业,640201,化工
000630,,行业分类,申万行业,240302,未知行业
000948,,行业分类,申万行业,710101,公用事业
000617,,行业分类,申万行业,640104,化工
000688,,行业分类,申万行业,240303,未知行业
002423,,行业分类,申万行业,640102,化工
002063,,行业分类,申万行业,710201,公用事业
000697,,行业分类,申万行业,240504,银行
002426,,行业分类,申万行业,640102,化工
002062,,行业分类,申万行业,620301,化工
002253,,行业分类,申万行业,710201,公用事业
000007,,行业分类,申万行业,240504,银行
002428,,行业分类,申万行业,240504,银行
000686,,行业分类,申万行业,490101,机械设备
002065,,行业分类,申万行业,710202,公用事业
002472,,行业分类,申万行业,280201,未知行业
002444,,行业分类,申万行业,640106,化工
000975,,行业分类,申万行业,240504,银行
002421,,行业分类,申万行业,710202,公用事业
002013,,行业分类,申万行业,650201,化工
002066,,行业分类,申万行业,610301,化工
002061,,行业分类,申万行业,220313,未知行业
000055,,行业分类,申万行业,620404,化工
002251,,行业分类,申万行业,450302,机械设备
000060,,行业分类,申万行业,240303,未知行业
000693,,行业分类,申万行业,720303,公用事业
000061,,行业分类,申万行业,450502,机械设备
000012,,行业分类,申万行业,610201,化工
000672,,行业分类,申万行业,610101,化工
002435,,行业分类,申万行业,640204,化工
000673,,行业分类,申万行业,720201,公用事业
000878,,行业分类,申万行业,240302,未知行业
002051,,行业分类,申万行业,620403,化工
002431,,行业分类,申万行业,620501,化工
002439,,行业分类,申万行业,710201,公用事业
000877,,行业分类,申万行业,610101,化工
002031,,行业分类,申万行业,640103,化工
002469,,行业分类,申万行业,620402,化工
002225,,行业分类,申万行业,610301,化工
000062,,行业分类,申万行业,450502,机械设备
000065,,行业分类,申万行业,620403,化工
000056,,行业分类,申万行业,450501,机械设备
002248,,行业分类,申万行业,640101,化工
000058,,行业分类,申万行业,450501,机械设备
002419,,行业分类,申万行业,450303,机械设备
002043,,行业分类,申万行业,610303,化工
002261,,行业分类,申万行业,720302,公用事业
000679,,行业分类,申万行业,450501,机械设备
002233,,行业分类,申万行业,610101,化工
000021,,行业分类,申万行业,710101,公用事业
000032,,行业分类,申万行业,730201,公用事业
002073,,行业分类,申万行业,640209,化工
002246,,行业分类,申万行业,220313,未知行业
000856,,行业分类,申万行业,640209,化工
002023,,行业分类,申万行业,650201,化工
002080,,行业分类,申万行业,220314,未知行业
002410,,行业分类,申万行业,710201,公用事业
000025,,行业分类,申万行业,280301,未知行业
000977,,行业分类,申万行业,710101,公用事业
000935,,行业分类,申万行业,610101,化工
000852,,行业分类,申万行业,640203,化工
002457,,行业分类,申万行业,610302,化工
000338,,行业分类,申万行业,280201,未知行业
002213,,行业分类,申万行业,280201,未知行业
002460,,行业分类,申万行业,240503,银行
000023,,行业分类,申万行业,610303,化工
000960,,行业分类,申万行业,240504,银行
002249,,行业分类,申万行业,630101,化工
002416,,行业分类,申万行业,450401,机械设备
000017,,行业分类,申万行业,280401,未知行业
000687,,行业分类,申万行业,730201,公用事业
000034,,行业分类,申万行业,730201,公用事业
002009,,行业分类,申万行业,640209,化工
000301,,行业分类,申万行业,450502,机械设备
002024,,行业分类,申万行业,450401,机械设备
002417,,行业分类,申万行业,730203,公用事业
000861,,行业分类,申万行业,450501,机械设备
000004,,行业分类,申万行业,420301,机械设备
002047,,行业分类,申万行业,620201,化工
000908,,行业分类,申万行业,640106,化工
688677,,行业分类,申万行业,370502,医药生物
688083,,行业分类,申万行业,710401,公用事业
002252,,行业分类,申万行业,370302,医药生物
603195,,行业分类,申万行业,360311,医药生物
000910,,行业分类,申万行业,360306,医药生物
002191,,行业分类,申万行业,360205,医药生物
002301,,行业分类,申万行业,360501,医药生物
000488,,行业分类,申万行业,360102,医药生物
603661,,行业分类,申万行业,360307,医药生物
603600,,行业分类,申万行业,360307,医药生物
603059,,行业分类,申万行业,770102,公用事业
688595,,行业分类,申万行业,270104,未知行业
300181,,行业分类,申万行业,370201,医药生物
300102,,行业分类,申万行业,270302,未知行业
002001,,行业分类,申万行业,220315,未知行业
000610,,行业分类,申万行业,461004,机械设备
000016,,行业分类,申万行业,330106,医药生物
002763,,行业分类,申万行业,350209,医药生物
301301,,行业分类,申万行业,370101,医药生物
688696,,行业分类,申万行业,330202,医药生物
688683,,行业分类,申万行业,270601,未知行业
001309,,行业分类,申万行业,270104,未知行业
688576,,行业分类,申万行业,370503,医药生物
002038,,行业分类,申万行业,370102,医药生物
601127,,行业分类,申万行业,280501,未知行业
688378,,行业分类,申万行业,270303,未知行业
002634,,行业分类,申万行业,350209,医药生物
002773,,行业分类,申万行业,370304,医药生物
688426,,行业分类,申万行业,370504,医药生物
002486,,行业分类,申万行业,350208,医药生物
603725,,行业分类,申万行业,360306,医药生物
003023,,行业分类,申万行业,330303,医药生物
603511,,行业分类,申万行业,350209,医药生物
002848,,行业分类,申万行业,330201,医药生物
688496,,行业分类,申万行业,270302,未知行业
002404,,行业分类,申万行业,350209,医药生物
600137,,行业分类,申万行业,350209,医药生物
001234,,行业分类,申万行业,350208,医药生物
605296,,行业分类,申万行业,110701,未知行业
300905,,行业分类,申万行业,220404,未知行业
600676,,行业分类,申万行业,280303,未知行业
300318,,行业分类,申万行业,370302,医药生物
600423,,行业分类,申万行业,220204,未知行业
300868,,行业分类,申万行业,270504,未知行业
301390,,行业分类,申万行业,620601,化工
002193,,行业分类,申万行业,350209,医药生物
300683,,行业分类,申万行业,370603,医药生物
002399,,行业分类,申万行业,370102,医药生物
002719,,行业分类,申万行业,340802,医药生物
301190,,行业分类,申万行业,220204,未知行业
000949,,行业分类,申万行业,220403,未知行业
000421,,行业分类,申万行业,510101,电气设备
301536,,行业分类,申万行业,270104,未知行业
301591,,行业分类,申万行业,220501,未知行业
600070,,行业分类,申万行业,350106,医药生物
600620,,行业分类,申万行业,430101,机械设备
688652,,行业分类,申万行业,270108,未知行业
002758,,行业分类,申万行业,370401,医药生物
301526,,行业分类,申万行业,610202,化工
301608,,行业分类,申万行业,710103,公用事业
603033,,行业分类,申万行业,220602,未知行业
688695,,行业分类,申万行业,710402,公用事业
301538,,行业分类,申万行业,220503,未知行业
000833,,行业分类,申万行业,210301,未知行业
600083,,行业分类,申万行业,510101,电气设备
603004,,行业分类,申万行业,220309,未知行业
301588,,行业分类,申万行业,360306,医药生物
301566,,行业分类,申万行业,270203,未知行业
301567,,行业分类,申万行业,270504,未知行业
688691,,行业分类,申万行业,270106,未知行业
301578,,行业分类,申万行业,330202,医药生物
600689,,行业分类,申万行业,350106,医药生物
300784,,行业分类,申万行业,270504,未知行业
301459,,行业分类,申万行业,220602,未知行业
603373,,行业分类,申万行业,460804,机械设备
688530,,行业分类,申万行业,270103,未知行业
001359,,行业分类,申万行业,220505,未知行业
603231,,行业分类,申万行业,110502,未知行业
000632,,行业分类,申万行业,510101,电气设备
600770,,行业分类,申万行业,470201,机械设备
603375,,行业分类,申万行业,270105,未知行业
600051,,行业分类,申万行业,510101,电气设备
001389,,行业分类,申万行业,270202,未知行业
001358,,行业分类,申万行业,220309,未知行业
688720,,行业分类,申万行业,270103,未知行业
601096,,行业分类,申万行业,620401,化工
603341,,行业分类,申万行业,270504,未知行业
000652,,行业分类,申万行业,510101,电气设备
001387,,行业分类,申万行业,330106,医药生物
301508,,行业分类,申万行业,460802,机械设备
688653,,行业分类,申万行业,270105,未知行业
688584,,行业分类,申万行业,270103,未知行业
002829,,行业分类,申万行业,650101,化工
002755,,行业分类,申万行业,620402,化工
300361,,行业分类,申万行业,370102,医药生物
688133,,行业分类,申万行业,220309,未知行业
300957,,行业分类,申万行业,220304,未知行业
603983,,行业分类,申万行业,770202,公用事业
300896,,行业分类,申万行业,770301,公用事业
600315,,行业分类,申万行业,220304,未知行业
603193,,行业分类,申万行业,770102,公用事业
603605,,行业分类,申万行业,770202,公用事业
301552,,行业分类,申万行业,280202,未知行业
301606,,行业分类,申万行业,270503,未知行业
603285,,行业分类,申万行业,220309,未知行业
301603,,行业分类,申万行业,640101,化工
603408,,行业分类,申万行业,360303,医药生物
688510,,行业分类,申万行业,650201,化工
605123,,行业分类,申万行业,650201,化工
002884,,行业分类,申万行业,640106,化工
001328,,行业分类,申万行业,770102,公用事业
000801,,行业分类,申万行业,330202,医药生物
002149,,行业分类,申万行业,240504,银行
688362,,行业分类,申万行业,270107,未知行业
688658,,行业分类,申万行业,370102,医药生物
603233,,行业分类,申万行业,370401,医药生物
605099,,行业分类,申万行业,360401,医药生物
300525,,行业分类,申万行业,710201,公用事业
600598,,行业分类,申万行业,110103,未知行业
603350,,行业分类,申万行业,630101,化工
603381,,行业分类,申万行业,630504,化工
301580,,行业分类,申万行业,370503,医药生物
600131,,行业分类,申万行业,710301,公用事业
688327,,行业分类,申万行业,710301,公用事业
002223,,行业分类,申万行业,370502,医药生物
603199,,行业分类,申万行业,461003,机械设备
300674,,行业分类,申万行业,710301,公用事业
301565,,行业分类,申万行业,220505,未知行业
603383,,行业分类,申万行业,710401,公用事业
688692,,行业分类,申万行业,710401,公用事业
301332,,行业分类,申万行业,330302,医药生物
001201,,行业分类,申万行业,110702,未知行业
000735,,行业分类,申万行业,110702,未知行业
002086,,行业分类,申万行业,370504,医药生物
002548,,行业分类,申万行业,110402,未知行业
002567,,行业分类,申万行业,110402,未知行业
301589,,行业分类,申万行业,710103,公用事业
300967,,行业分类,申万行业,110703,未知行业
002234,,行业分类,申万行业,110703,未知行业
300970,,行业分类,申万行业,110104,未知行业
600506,,行业分类,申万行业,750301,公用事业
300313,,行业分类,申万行业,110704,未知行业
002100,,行业分类,申万行业,110402,未知行业
000702,,行业分类,申万行业,110402,未知行业
603739,,行业分类,申万行业,220315,未知行业
688177,,行业分类,申万行业,370304,医药生物
300829,,行业分类,申万行业,220315,未知行业
002772,,行业分类,申万行业,110104,未知行业
002696,,行业分类,申万行业,110403,未知行业
688085,,行业分类,申万行业,370503,医药生物
300021,,行业分类,申万行业,110901,未知行业
002321,,行业分类,申万行业,110704,未知行业
300106,,行业分类,申万行业,340702,医药生物
688235,,行业分类,申万行业,370102,医药生物
300272,,行业分类,申万行业,330302,医药生物
688048,,行业分类,申万行业,270102,未知行业
301308,,行业分类,申万行业,270104,未知行业
603296,,行业分类,申万行业,270504,未知行业
688458,,行业分类,申万行业,270105,未知行业
688037,,行业分类,申万行业,270108,未知行业
688110,,行业分类,申万行业,270104,未知行业
600529,,行业分类,申万行业,370503,医药生物
300856,,行业分类,申万行业,770201,公用事业
600390,,行业分类,申万行业,490302,机械设备
603300,,行业分类,申万行业,490305,机械设备
688396,,行业分类,申万行业,270106,未知行业
603305,,行业分类,申万行业,280203,未知行业
002906,,行业分类,申万行业,280206,未知行业
688326,,行业分类,申万行业,710401,公用事业
600158,,行业分类,申万行业,460601,机械设备
301069,,行业分类,申万行业,220204,未知行业
301035,,行业分类,申万行业,220803,商业贸易
000534,,行业分类,申万行业,370304,医药生物
600927,,行业分类,申万行业,490303,机械设备
300595,,行业分类,申万行业,370503,医药生物
605189,,行业分类,申万行业,350104,医药生物
688295,,行业分类,申万行业,220404,未知行业
601231,,行业分类,申万行业,270504,未知行业
603353,,行业分类,申万行业,750302,公用事业
300451,,行业分类,申万行业,710401,公用事业
688366,,行业分类,申万行业,370503,医药生物
688114,,行业分类,申万行业,370502,医药生物
603727,,行业分类,申万行业,750202,公用事业
301090,,行业分类,申万行业,220501,未知行业
000059,,行业分类,申万行业,750301,公用事业
603883,,行业分类,申万行业,370403,医药生物
300482,,行业分类,申万行业,370504,医药生物
002030,,行业分类,申万行业,370504,医药生物
600177,,行业分类,申万行业,350209,医药生物
002803,,行业分类,申万行业,450602,机械设备
000819,,行业分类,申万行业,750303,公用事业
300463,,行业分类,申万行业,370504,医药生物
002588,,行业分类,申万行业,220805,商业贸易
002798,,行业分类,申万行业,360306,医药生物
301073,,行业分类,申万行业,460901,机械设备
688161,,行业分类,申万行业,370503,医药生物
002707,,行业分类,申万行业,461004,机械设备
300839,,行业分类,申万行业,750303,公用事业
300676,,行业分类,申万行业,370602,医药生物
688323,,行业分类,申万行业,220505,未知行业
002790,,行业分类,申万行业,360309,医药生物
603877,,行业分类,申万行业,350209,医药生物
603639,,行业分类,申万行业,220803,商业贸易
688520,,行业分类,申万行业,370304,医药生物
688146,,行业分类,申万行业,270103,未知行业
600486,,行业分类,申万行业,220803,商业贸易
603599,,行业分类,申万行业,220803,商业贸易
002250,,行业分类,申万行业,220803,商业贸易
002734,,行业分类,申万行业,220803,商业贸易
605555,,行业分类,申万行业,330302,医药生物
600297,,行业分类,申万行业,280302,未知行业
688280,,行业分类,申万行业,280203,未知行业
002572,,行业分类,申万行业,360308,医药生物
603816,,行业分类,申万行业,360307,医药生物
002831,,行业分类,申万行业,360205,医药生物
600966,,行业分类,申万行业,360102,医药生物
688016,,行业分类,申万行业,370503,医药生物
600567,,行业分类,申万行业,360102,医药生物
002701,,行业分类,申万行业,360203,医药生物
001323,,行业分类,申万行业,360307,医药生物
688269,,行业分类,申万行业,220309,未知行业
600684,,行业分类,申万行业,430303,机械设备
300214,,行业分类,申万行业,220309,未知行业
605179,,行业分类,申万行业,340702,医药生物
688210,,行业分类,申万行业,270504,未知行业
603650,,行业分类,申万行业,220604,未知行业
603859,,行业分类,申万行业,710301,公用事业
688268,,行业分类,申万行业,270601,未知行业
603730,,行业分类,申万行业,280202,未知行业
002228,,行业分类,申万行业,360205,医药生物
002511,,行业分类,申万行业,770101,公用事业
605599,,行业分类,申万行业,350301,医药生物
300857,,行业分类,申万行业,270504,未知行业
688246,,行业分类,申万行业,710401,公用事业
300661,,行业分类,申万行业,270105,未知行业
300132,,行业分类,申万行业,770201,公用事业
605136,,行业分类,申万行业,450603,机械设备
300662,,行业分类,申万行业,460801,机械设备
300803,,行业分类,申万行业,710401,公用事业
300624,,行业分类,申万行业,710402,公用事业
600400,,行业分类,申万行业,350209,医药生物
688047,,行业分类,申万行业,270104,未知行业
002127,,行业分类,申万行业,450603,机械设备
301071,,行业分类,申万行业,640103,化工
301381,,行业分类,申万行业,450602,机械设备
603808,,行业分类,申万行业,350209,医药生物
603039,,行业分类,申万行业,710402,公用事业
603889,,行业分类,申万行业,350106,医药生物
301095,,行业分类,申万行业,710401,公用事业
600873,,行业分类,申万行业,220315,未知行业
601528,,行业分类,申万行业,480501,机械设备
603136,,行业分类,申万行业,461003,机械设备
600754,,行业分类,申万行业,460901,机械设备
600926,,行业分类,申万行业,480401,机械设备
605108,,行业分类,申万行业,460902,机械设备
300795,,行业分类,申万行业,460803,机械设备
300144,,行业分类,申万行业,461002,机械设备
600258,,行业分类,申万行业,460901,机械设备
000893,,行业分类,申万行业,220804,商业贸易
605598,,行业分类,申万行业,620404,化工
600895,,行业分类,申万行业,430103,机械设备
600010,,行业分类,申万行业,230402,休闲服务
301058,,行业分类,申万行业,620601,化工
603043,,行业分类,申万行业,340802,医药生物
600138,,行业分类,申万行业,461002,机械设备
002966,,行业分类,申万行业,480401,机械设备
002597,,行业分类,申万行业,220315,未知行业
600426,,行业分类,申万行业,220801,商业贸易
002895,,行业分类,申万行业,220802,商业贸易
603660,,行业分类,申万行业,710103,公用事业
300037,,行业分类,申万行业,630702,化工
603078,,行业分类,申万行业,270601,未知行业
600378,,行业分类,申万行业,220311,未知行业
000792,,行业分类,申万行业,220804,商业贸易
002643,,行业分类,申万行业,270601,未知行业
688020,,行业分类,申万行业,270202,未知行业
000430,,行业分类,申万行业,461003,机械设备
300054,,行业分类,申万行业,270601,未知行业
000830,,行业分类,申万行业,220205,未知行业
300487,,行业分类,申万行业,220504,未知行业
002741,,行业分类,申万行业,270601,未知行业
605155,,行业分类,申万行业,360311,医药生物
000615,,行业分类,申万行业,770302,公用事业
002004,,行业分类,申万行业,370102,医药生物
601611,,行业分类,申万行业,620306,化工
300677,,行业分类,申万行业,370503,医药生物
688539,,行业分类,申万行业,270203,未知行业
603579,,行业分类,申万行业,330701,医药生物
688119,,行业分类,申万行业,610301,化工
301429,,行业分类,申万行业,610303,化工
603387,,行业分类,申万行业,370504,医药生物
603737,,行业分类,申万行业,610305,化工
603112,,行业分类,申万行业,330601,医药生物
688603,,行业分类,申万行业,270601,未知行业
002970,,行业分类,申万行业,710103,公用事业
603378,,行业分类,申万行业,610305,化工
688716,,行业分类,申万行业,220504,未知行业
301061,,行业分类,申万行业,360307,医药生物
301296,,行业分类,申万行业,360205,医药生物
301376,,行业分类,申万行业,360307,医药生物
688687,,行业分类,申万行业,370304,医药生物
300576,,行业分类,申万行业,270601,未知行业
300429,,行业分类,申万行业,270601,未知行业
688106,,行业分类,申万行业,270601,未知行业
603125,,行业分类,申万行业,220309,未知行业
301045,,行业分类,申万行业,270301,未知行业
603938,,行业分类,申万行业,220204,未知行业
300346,,行业分类,申万行业,270601,未知行业
605016,,行业分类,申万行业,220315,未知行业
301286,,行业分类,申万行业,220309,未知行业
688359,,行业分类,申万行业,270601,未知行业
688717,,行业分类,申万行业,630503,化工
688387,,行业分类,申万行业,730204,公用事业
600583,,行业分类,申万行业,750202,公用事业
601808,,行业分类,申万行业,750201,公用事业
600938,,行业分类,申万行业,750101,公用事业
688590,,行业分类,申万行业,710401,公用事业
002493,,行业分类,申万行业,750301,公用事业
600256,,行业分类,申万行业,750302,公用事业
601857,中国石油,行业分类,申万行业,750301,公用事业
301216,,行业分类,申万行业,220501,未知行业
600975,,行业分类,申万行业,110702,未知行业
603616,,行业分类,申万行业,610102,化工
600189,,行业分类,申万行业,340701,医药生物
605122,,行业分类,申万行业,610102,化工
002361,,行业分类,申万行业,220504,未知行业
605178,,行业分类,申万行业,620404,化工
300715,,行业分类,申万行业,610304,化工
603153,,行业分类,申万行业,620601,化工
002742,,行业分类,申万行业,370102,医药生物
688136,,行业分类,申万行业,370304,医药生物
603601,,行业分类,申万行业,610202,化工
300737,,行业分类,申万行业,610304,化工
301367,,行业分类,申万行业,370502,医药生物
003037,,行业分类,申万行业,610102,化工
600883,,行业分类,申万行业,110104,未知行业
001239,,行业分类,申万行业,640602,化工
001209,,行业分类,申万行业,350209,医药生物
301548,,行业分类,申万行业,640108,化工
688549,,行业分类,申万行业,270601,未知行业
002993,,行业分类,申万行业,270504,未知行业
688339,,行业分类,申万行业,630704,化工
300982,,行业分类,申万行业,620306,化工
300604,,行业分类,申万行业,270108,未知行业
603062,,行业分类,申万行业,220305,未知行业
603361,,行业分类,申万行业,640105,化工
001326,,行业分类,申万行业,330501,医药生物
002207,,行业分类,申万行业,750201,公用事业
300191,,行业分类,申万行业,750202,公用事业
600871,,行业分类,申万行业,750201,公用事业
002828,,行业分类,申万行业,750201,公用事业
002629,,行业分类,申万行业,750201,公用事业
603798,,行业分类,申万行业,750303,公用事业
301555,,行业分类,申万行业,220504,未知行业
301517,,行业分类,申万行业,650501,化工
001378,,行业分类,申万行业,220505,未知行业
688507,,行业分类,申万行业,710401,公用事业
301489,,行业分类,申万行业,270601,未知行业
603160,,行业分类,申万行业,270105,未知行业
688409,,行业分类,申万行业,270108,未知行业
300691,,行业分类,申万行业,710102,公用事业
688670,,行业分类,申万行业,370303,医药生物
301038,,行业分类,申万行业,620601,化工
601825,,行业分类,申万行业,480501,机械设备
688798,,行业分类,申万行业,270105,未知行业
301042,,行业分类,申万行业,710102,公用事业
600272,,行业分类,申万行业,350207,医药生物
301362,,行业分类,申万行业,330501,医药生物
605589,,行业分类,申万行业,220504,未知行业
301558,,行业分类,申万行业,450602,机械设备
688657,,行业分类,申万行业,710401,公用事业
688347,,行业分类,申万行业,270106,未知行业
002843,,行业分类,申万行业,640108,化工
301116,,行业分类,申万行业,110703,未知行业
301115,,行业分类,申万行业,460802,机械设备
301097,,行业分类,申万行业,370503,医药生物
001318,,行业分类,申万行业,340702,医药生物
301122,,行业分类,申万行业,370503,医药生物
301103,,行业分类,申万行业,370604,医药生物
001333,,行业分类,申万行业,220504,未知行业
001338,,行业分类,申万行业,110504,未知行业
301131,,行业分类,申万行业,220503,未知行业
300804,,行业分类,申万行业,220803,商业贸易
001339,,行业分类,申万行业,710103,公用事业
001313,,行业分类,申万行业,110403,未知行业
301130,,行业分类,申万行业,370102,医药生物
603276,,行业分类,申万行业,220309,未知行业
301132,,行业分类,申万行业,270202,未知行业
301520,,行业分类,申万行业,370603,医药生物
301220,,行业分类,申万行业,220315,未知行业
301206,,行业分类,申万行业,220315,未知行业
001229,,行业分类,申万行业,710103,公用事业
001231,,行业分类,申万行业,220803,商业贸易
301195,,行业分类,申万行业,710401,公用事业
001235,,行业分类,申万行业,630802,化工
001268,,行业分类,申万行业,330601,医药生物
301201,,行业分类,申万行业,370603,医药生物
001259,,行业分类,申万行业,330301,医药生物
301207,,行业分类,申万行业,370303,医药生物
603075,,行业分类,申万行业,330601,医药生物
301208,,行业分类,申万行业,710301,公用事业
301209,,行业分类,申万行业,220305,未知行业
001236,,行业分类,申万行业,490303,机械设备
301223,,行业分类,申万行业,360205,医药生物
001238,,行业分类,申万行业,360502,医药生物
301212,,行业分类,申万行业,220309,未知行业
001255,,行业分类,申万行业,220504,未知行业
001287,,行业分类,申万行业,270401,未知行业
001314,,行业分类,申万行业,270504,未知行业
001300,,行业分类,申万行业,360502,医药生物
001367,,行业分类,申万行业,370101,医药生物
301218,,行业分类,申万行业,710301,公用事业
301153,,行业分类,申万行业,710401,公用事业
688702,,行业分类,申万行业,270104,未知行业
001298,,行业分类,申万行业,270401,未知行业
001373,,行业分类,申万行业,270303,未知行业
001368,,行业分类,申万行业,360502,医药生物
301172,,行业分类,申万行业,710301,公用事业
301176,,行业分类,申万行业,270202,未知行业
001366,,行业分类,申万行业,110402,未知行业
301156,,行业分类,申万行业,220315,未知行业
605088,,行业分类,申万行业,280203,未知行业
301498,,行业分类,申万行业,110404,未知行业
002986,,行业分类,申万行业,750303,公用事业
001322,,行业分类,申万行业,360309,医药生物
603456,,行业分类,申万行业,370603,医药生物
688535,,行业分类,申万行业,270103,未知行业
600933,,行业分类,申万行业,280203,未知行业
688591,,行业分类,申万行业,270104,未知行业
301421,,行业分类,申万行业,270303,未知行业
301251,,行业分类,申万行业,270202,未知行业
874090,,行业分类,申万行业,370304,医药生物
301507,,行业分类,申万行业,370102,医药生物
300072,,行业分类,申万行业,220309,未知行业
300893,,行业分类,申万行业,280202,未知行业
603786,,行业分类,申万行业,280206,未知行业
603061,,行业分类,申万行业,270108,未知行业
603215,,行业分类,申万行业,330301,医药生物
301348,,行业分类,申万行业,270107,未知行业
688693,,行业分类,申万行业,270102,未知行业
301469,,行业分类,申万行业,360103,医药生物
688322,,行业分类,申万行业,270303,未知行业
301515,,行业分类,申万行业,370502,医药生物
301518,,行业分类,申万行业,220309,未知行业
301509,,行业分类,申万行业,370603,医药生物
600211,,行业分类,申万行业,370304,医药生物
002502,,行业分类,申万行业,240504,银行
002254,,行业分类,申万行业,220404,未知行业
600846,,行业分类,申万行业,620601,化工
002072,,行业分类,申万行业,450201,机械设备
002481,,行业分类,申万行业,110504,未知行业
605376,,行业分类,申万行业,240602,银行
603101,,行业分类,申万行业,450303,机械设备
600647,,行业分类,申万行业,430101,机械设备
600239,,行业分类,申万行业,430102,机械设备
600596,,行业分类,申万行业,220803,商业贸易
300158,,行业分类,申万行业,370201,医药生物
600234,,行业分类,申万行业,620201,化工
002411,,行业分类,申万行业,630702,化工
002306,,行业分类,申万行业,460902,机械设备
688478,,行业分类,申万行业,270108,未知行业
600854,,行业分类,申万行业,430101,机械设备
002057,,行业分类,申万行业,460802,机械设备
688078,,行业分类,申万行业,710401,公用事业
300651,,行业分类,申万行业,360502,医药生物
000982,,行业分类,申万行业,630702,化工
000888,,行业分类,申万行业,461003,机械设备
301329,,行业分类,申万行业,270504,未知行业
301486,,行业分类,申万行业,270504,未知行业
301505,,行业分类,申万行业,620601,化工
301370,,行业分类,申万行业,370503,医药生物
301503,,行业分类,申万行业,710103,公用事业
300729,,行业分类,申万行业,360311,医药生物
603848,,行业分类,申万行业,360307,医药生物
603899,,行业分类,申万行业,360501,医药生物
001206,,行业分类,申万行业,770101,公用事业
603801,,行业分类,申万行业,360308,医药生物
600210,,行业分类,申万行业,360204,医药生物
002078,,行业分类,申万行业,360102,医药生物
301101,,行业分类,申万行业,360501,医药生物
603008,,行业分类,申万行业,360307,医药生物
002345,,行业分类,申万行业,350301,医药生物
603833,,行业分类,申万行业,360308,医药生物
000026,,行业分类,申万行业,350301,医药生物
003006,,行业分类,申万行业,770101,公用事业
601828,,行业分类,申万行业,450304,机械设备
001222,,行业分类,申万行业,360502,医药生物
605377,,行业分类,申万行业,360103,医药生物
300616,,行业分类,申万行业,360308,医药生物
002014,,行业分类,申万行业,360204,医药生物
002908,,行业分类,申万行业,710301,公用事业
601208,,行业分类,申万行业,220505,未知行业
603163,,行业分类,申万行业,620404,化工
601133,,行业分类,申万行业,620404,化工
688435,,行业分类,申万行业,710402,公用事业
301315,,行业分类,申万行业,710402,公用事业
688443,,行业分类,申万行业,370304,医药生物
301395,,行业分类,申万行业,220504,未知行业
688334,,行业分类,申万行业,460802,机械设备
301287,,行业分类,申万行业,360502,医药生物
688620,,行业分类,申万行业,270104,未知行业
300298,,行业分类,申万行业,370502,医药生物
600998,,行业分类,申万行业,370402,医药生物
603171,,行业分类,申万行业,710301,公用事业
688088,,行业分类,申万行业,710301,公用事业
688561,,行业分类,申万行业,710402,公用事业
688711,,行业分类,申万行业,270102,未知行业
688168,,行业分类,申万行业,710402,公用事业
688030,,行业分类,申万行业,710402,公用事业
301269,,行业分类,申万行业,710401,公用事业
688391,,行业分类,申万行业,270105,未知行业
300682,,行业分类,申万行业,710301,公用事业
601360,,行业分类,申万行业,710402,公用事业
