股东代码,股东名称,股票代码,股票简称,报告期,公告日,数量,流通市值
70010118,全国社保基金一一八组合,002159,三特索道,2015-09-30,2015-10-29,5873000,129000000
70010118,全国社保基金一一八组合,601566,九牧王,2015-09-30,2015-10-28,5702000,83530000
70010118,全国社保基金一一八组合,600826,兰生股份,2015-09-30,2015-10-28,3203000,73610000
70010118,全国社保基金一一八组合,600703,三安光电,2015-09-30,2015-10-28,15490000,306000000
70010118,全国社保基金一一八组合,000661,长春高新,2015-09-30,2015-10-28,2853000,277000000
70010118,全国社保基金一一八组合,000089,深圳机场,2015-09-30,2015-10-28,25050000,160000000
70010118,全国社保基金一一八组合,601199,江南水务,2015-09-30,2015-10-27,4600000,144000000
70010118,全国社保基金一一八组合,600873,梅花生物,2015-09-30,2015-10-27,26610000,184000000
70010118,全国社保基金一一八组合,600486,扬农化工,2015-09-30,2015-10-27,5075000,124000000
70010118,全国社保基金一一八组合,600138,中青旅,2015-09-30,2015-10-27,9170000,184000000
70010118,全国社保基金一一八组合,300335,迪森股份,2015-09-30,2015-10-27,5092000,56980000
70010118,全国社保基金一一八组合,300334,津膜科技,2015-09-30,2015-10-27,3961000,95770000
70010118,全国社保基金一一八组合,200024,招商局B,2015-09-30,2015-10-27,22190000,559000000
70010118,全国社保基金一一八组合,002762,*ST金比,2015-09-30,2015-10-27,974800,62680000
70010118,全国社保基金一一八组合,002239,奥特佳,2015-09-30,2015-10-27,6000000,110000000
70010118,全国社保基金一一八组合,000024,招商地产,2015-09-30,2015-10-27,22190000,632000000
70010118,全国社保基金一一八组合,300203,聚光科技,2015-09-30,2015-10-26,17410000,419000000
70010118,全国社保基金一一八组合,300133,华策影视,2015-09-30,2015-10-26,8458000,206000000
70010118,全国社保基金一一八组合,600060,海信视像,2015-09-30,2015-10-24,12080000,162000000
70010118,全国社保基金一一八组合,300190,维尔利,2015-09-30,2015-10-24,2000000,36760000
70010118,全国社保基金一一八组合,002202,金风科技,2015-09-30,2015-10-24,38050000,513999999
70010118,全国社保基金一一八组合,000793,ST华闻,2015-09-30,2015-10-24,12730000,123000000
70010118,全国社保基金一一八组合,300070,碧水源,2015-09-30,2015-10-23,10970000,479000000
70010118,全国社保基金一一八组合,000523,红棉股份,2015-09-30,2015-10-23,4781000,62490000
70010118,全国社保基金一一八组合,600105,永鼎股份,2015-09-30,2015-10-20,15290000,216000000
70010118,全国社保基金一一八组合,300056,中创环保,2015-09-30,2015-10-17,3996000,186000000
70010118,全国社保基金一一八组合,200016,深康佳B,2015-06-30,2015-08-29,13700000,211000000
70010118,全国社保基金一一八组合,002627,三峡旅游,2015-06-30,2015-08-29,1571000,45920000
70010118,全国社保基金一一八组合,002577,雷柏科技,2015-06-30,2015-08-29,1729000,139000000
70010118,全国社保基金一一八组合,000016,深康佳A,2015-06-30,2015-08-29,13700000,413000000
70010118,全国社保基金一一八组合,601566,九牧王,2015-06-30,2015-08-28,2500000,54910000
70010118,全国社保基金一一八组合,600058,五矿发展,2015-06-30,2015-08-28,18940000,619000000
70010118,全国社保基金一一八组合,002410,广联达,2015-06-30,2015-08-27,41770000,977000000
70010118,全国社保基金一一八组合,002335,科华数据,2015-06-30,2015-08-27,7025000,254000000
70010118,全国社保基金一一八组合,002206,海利得,2015-06-30,2015-08-27,5549000,93450000
70010118,全国社保基金一一八组合,300056,中创环保,2015-06-30,2015-08-26,3996000,186000000
70010118,全国社保基金一一八组合,002729,好利科技,2015-06-30,2015-08-26,1235000,105000000
70010118,全国社保基金一一八组合,600105,永鼎股份,2015-06-30,2015-08-25,8500000,193000000
70010118,全国社保基金一一八组合,600048,保利发展,2015-06-30,2015-08-25,57470000,656000000
70010118,全国社保基金一一八组合,200024,招商局B,2015-06-30,2015-08-25,22190000,497000000
70010118,全国社保基金一一八组合,002239,奥特佳,2015-06-30,2015-08-25,6000000,110000000
70010118,全国社保基金一一八组合,000024,招商地产,2015-06-30,2015-08-25,22190000,702000000
70010118,全国社保基金一一八组合,600060,海信视像,2015-06-30,2015-08-22,19080000,469000000
70010118,全国社保基金一一八组合,002202,金风科技,2015-06-30,2015-08-22,25880000,504000000
70010118,全国社保基金一一八组合,002653,海思科,2015-06-30,2015-08-20,6396000,173000000
70010118,全国社保基金一一八组合,000661,长春高新,2015-06-30,2015-08-20,3577000,465000000
70010118,全国社保基金一一八组合,600703,三安光电,2015-06-30,2015-08-19,45680000,1430000000
70010118,全国社保基金一一八组合,300203,聚光科技,2015-06-30,2015-08-18,10090000,380000000
70010118,全国社保基金一一八组合,002385,大北农,2015-06-30,2015-08-18,59370000,802999999
70010118,全国社保基金一一八组合,600836,*ST易连,2015-06-30,2015-08-15,1962000,47820000
70010118,全国社保基金一一八组合,400226,R易连1,2015-06-30,2015-08-15,1962000,0
70010118,全国社保基金一一八组合,000895,双汇发展,2015-06-30,2015-08-13,22080000,471000000
70010118,全国社保基金一一八组合,300050,世纪鼎利,2015-06-30,2015-08-08,1000000,28520000
70010118,全国社保基金一一八组合,603766,隆鑫通用,2015-06-30,2015-08-07,11560000,290000000
70010118,全国社保基金一一八组合,000902,新洋丰,2015-06-30,2015-08-06,3680000,99900000
70010118,全国社保基金一一八组合,300190,维尔利,2015-06-30,2015-08-01,2000000,68670000
70010118,全国社保基金一一八组合,002441,众业达,2015-06-30,2015-07-31,7154000,184000000
70010118,全国社保基金一一八组合,600309,万华化学,2015-06-30,2015-07-24,30960000,749000000
70010118,全国社保基金一一八组合,000793,ST华闻,2015-06-30,2015-07-24,19720000,409000000
70010118,全国社保基金一一八组合,002658,雪迪龙,2015-06-30,2015-07-23,3636000,94180000
70010118,全国社保基金一一八组合,200024,招商局B,2015-03-31,2015-04-30,22190000,508000000
70010118,全国社保基金一一八组合,000895,双汇发展,2015-03-31,2015-04-30,11040000,407000000
70010118,全国社保基金一一八组合,000821,京山轻机,2015-03-31,2015-04-30,2749000,43380000
70010118,全国社保基金一一八组合,000024,招商地产,2015-03-31,2015-04-30,22190000,731000000
70010118,全国社保基金一一八组合,200016,深康佳B,2015-03-31,2015-04-29,34770000,156000000
70010118,全国社保基金一一八组合,000883,湖北能源,2015-03-31,2015-04-29,20970000,135000000
70010118,全国社保基金一一八组合,000016,深康佳A,2015-03-31,2015-04-29,34770000,341000000
70010118,全国社保基金一一八组合,600969,郴电国际,2015-03-31,2015-04-28,5872000,128000000
70010118,全国社保基金一一八组合,400249,R深天1,2015-03-31,2015-04-28,4513000,0
70010118,全国社保基金一一八组合,400175,R和佳1,2015-03-31,2015-04-28,8837000,0
70010118,全国社保基金一一八组合,300273,和佳退,2015-03-31,2015-04-28,8837000,276000000
70010118,全国社保基金一一八组合,002441,众业达,2015-03-31,2015-04-28,4771000,163000000
70010118,全国社保基金一一八组合,002410,广联达,2015-03-31,2015-04-28,5574000,231000000
70010118,全国社保基金一一八组合,002037,保利联合,2015-03-31,2015-04-28,2788000,54820000
70010118,全国社保基金一一八组合,000889,中嘉博创,2015-03-31,2015-04-28,17710000,173000000
70010118,全国社保基金一一八组合,000023,*ST深天,2015-03-31,2015-04-28,4513000,123000000
70010118,全国社保基金一一八组合,300329,海伦钢琴,2015-03-31,2015-04-27,1993000,57890000
70010118,全国社保基金一一八组合,300056,中创环保,2015-03-31,2015-04-27,3697000,111000000
70010118,全国社保基金一一八组合,002385,大北农,2015-03-31,2015-04-27,34340000,831000000
70010118,全国社保基金一一八组合,002322,理工能科,2015-03-31,2015-04-27,8242000,155000000
70010118,全国社保基金一一八组合,000100,TCL科技,2015-03-31,2015-04-27,97110000,573000000
70010118,全国社保基金一一八组合,600060,海信视像,2015-03-31,2015-04-25,13120000,305000000
70010118,全国社保基金一一八组合,300335,迪森股份,2015-03-31,2015-04-25,7722000,120000000
70010118,全国社保基金一一八组合,300274,阳光电源,2015-03-31,2015-04-25,24560000,796000000
70010118,全国社保基金一一八组合,002202,金风科技,2015-03-31,2015-04-25,26210000,500000000
70010118,全国社保基金一一八组合,002053,云南能投,2015-03-31,2015-04-25,7153000,149000000
70010118,全国社保基金一一八组合,600763,通策医疗,2015-03-31,2015-04-24,3110000,213000000
70010118,全国社保基金一一八组合,300316,晶盛机电,2015-03-31,2015-04-24,1851000,58590000
70010118,全国社保基金一一八组合,300165,ST天瑞,2015-03-31,2015-04-23,2383000,64200000
70010118,全国社保基金一一八组合,300124,汇川技术,2015-03-31,2015-04-23,13000000,543000000
70010118,全国社保基金一一八组合,002335,科华数据,2015-03-31,2015-04-23,7025000,234000000
70010118,全国社保基金一一八组合,600703,三安光电,2015-03-31,2015-04-22,28150000,598000000
70010118,全国社保基金一一八组合,400269,吉药3,2015-03-31,2015-04-22,1500000,0
70010118,全国社保基金一一八组合,300108,*ST吉药,2015-03-31,2015-04-22,1500000,31840000
70010118,全国社保基金一一八组合,000661,长春高新,2015-03-31,2015-04-22,2470000,284000000
70010118,全国社保基金一一八组合,002658,雪迪龙,2015-03-31,2015-04-21,5547000,254999999
70010118,全国社保基金一一八组合,600217,中再资环,2015-03-31,2015-04-20,9518000,102000000
70010118,全国社保基金一一八组合,400148,R邦讯1,2015-03-31,2015-04-18,1568000,0
70010118,全国社保基金一一八组合,300312,邦讯退,2015-03-31,2015-04-18,1568000,58790000
70010118,全国社保基金一一八组合,300203,聚光科技,2015-03-31,2015-04-16,12630000,364000000
70010118,全国社保基金一一八组合,600309,万华化学,2015-03-31,2015-04-10,28430000,686000000
70010103,全国社保基金一零三组合,688125,安达智能,2025-09-30,2025-10-31,2400000,128000000
70010103,全国社保基金一零三组合,600031,三一重工,2025-09-30,2025-10-31,89440000,2079000000
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2025-09-30,2025-10-31,35000000,1962000000
70010103,全国社保基金一零三组合,002832,比音勒芬,2025-09-30,2025-10-31,18310000,290000000
70010103,全国社保基金一零三组合,605117,德业股份,2025-09-30,2025-10-30,5000000,405000000
70010103,全国社保基金一零三组合,600452,涪陵电力,2025-09-30,2025-10-30,72000000,670000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2025-09-30,2025-10-30,36000000,958000000
70010103,全国社保基金一零三组合,600060,海信视像,2025-09-30,2025-10-30,30000000,724000000
70010103,全国社保基金一零三组合,601199,江南水务,2025-09-30,2025-10-29,17030000,95010000
70010103,全国社保基金一零三组合,600703,三安光电,2025-09-30,2025-10-29,82000000,1278000000
70010103,全国社保基金一零三组合,300136,信维通信,2025-09-30,2025-10-29,38000000,980000000
70010103,全国社保基金一零三组合,002301,齐心集团,2025-09-30,2025-10-29,6000000,38100000
70010103,全国社保基金一零三组合,000921,海信家电,2025-09-30,2025-10-29,5000000,130000000
70010103,全国社保基金一零三组合,838555,昆山佰奥,2025-09-30,2025-10-28,2200000,30800000
70010103,全国社保基金一零三组合,605090,九丰能源,2025-09-30,2025-10-28,7750000,269000000
70010103,全国社保基金一零三组合,603268,*ST松发,2025-09-30,2025-10-28,1820000,87440000
70010103,全国社保基金一零三组合,300836,佰奥智能,2025-09-30,2025-10-28,2200000,125000000
70010103,全国社保基金一零三组合,002078,太阳纸业,2025-09-30,2025-10-28,50000000,715000000
70010103,全国社保基金一零三组合,300628,亿联网络,2025-09-30,2025-10-27,33110000,1225000000
70010103,全国社保基金一零三组合,000534,万泽股份,2025-09-30,2025-10-27,20000000,305000000
70010103,全国社保基金一零三组合,688593,新相微,2025-09-30,2025-10-25,5000000,111000000
70010103,全国社保基金一零三组合,601633,长城汽车,2025-09-30,2025-10-25,53500000,1316000000
70010103,全国社保基金一零三组合,600309,万华化学,2025-09-30,2025-10-25,23900000,1591000000
70010103,全国社保基金一零三组合,600282,南钢股份,2025-09-30,2025-10-25,104000000,546000000
70010103,全国社保基金一零三组合,002947,恒铭达,2025-09-30,2025-10-25,3031000,147000000
70010103,全国社保基金一零三组合,603848,好太太,2025-09-30,2025-10-22,2000000,38600000
70010103,全国社保基金一零三组合,002947,恒铭达,2025-10-15,2025-10-20,8003000,357000000
70010103,全国社保基金一零三组合,000408,藏格矿业,2025-09-30,2025-10-17,18000000,1050000000
70010103,全国社保基金一零三组合,601633,长城汽车,2025-06-30,2025-08-30,51040000,1096000000
70010103,全国社保基金一零三组合,688125,安达智能,2025-06-30,2025-08-29,2678000,98290000
70010103,全国社保基金一零三组合,603268,*ST松发,2025-06-30,2025-08-29,1820000,71720000
70010103,全国社保基金一零三组合,603848,好太太,2025-06-30,2025-08-28,6304000,97090000
70010103,全国社保基金一零三组合,603180,金牌家居,2025-06-30,2025-08-28,2400000,46730000
70010103,全国社保基金一零三组合,600703,三安光电,2025-06-30,2025-08-28,80010000,994000000
70010103,全国社保基金一零三组合,002078,太阳纸业,2025-06-30,2025-08-28,50100000,674000000
70010103,全国社保基金一零三组合,002832,比音勒芬,2025-06-30,2025-08-27,18310000,294000000
70010103,全国社保基金一零三组合,838555,昆山佰奥,2025-06-30,2025-08-26,2208000,30910000
70010103,全国社保基金一零三组合,600060,海信视像,2025-06-30,2025-08-26,29090000,670000000
70010103,全国社保基金一零三组合,300836,佰奥智能,2025-06-30,2025-08-26,2208000,98190000
70010103,全国社保基金一零三组合,300628,亿联网络,2025-06-30,2025-08-26,29110000,1011999999
70010103,全国社保基金一零三组合,300021,大禹节水,2025-06-30,2025-08-26,4000000,18400000
70010103,全国社保基金一零三组合,688593,新相微,2025-06-30,2025-08-23,5500000,89820000
70010103,全国社保基金一零三组合,688293,奥浦迈,2025-06-30,2025-08-23,3100000,140000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2025-06-30,2025-08-23,34010000,737000000
70010103,全国社保基金一零三组合,000534,万泽股份,2025-06-30,2025-08-23,18600000,278000000
70010103,全国社保基金一零三组合,600031,三一重工,2025-06-30,2025-08-22,82610000,1483000000
70010103,全国社保基金一零三组合,600452,涪陵电力,2025-06-30,2025-08-20,72000000,662000000
70010103,全国社保基金一零三组合,600282,南钢股份,2025-06-30,2025-08-20,103000000,433000000
70010103,全国社保基金一零三组合,300136,信维通信,2025-06-30,2025-08-15,37000000,828999999
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2025-06-30,2025-08-13,43010000,1378000000
70010103,全国社保基金一零三组合,600309,万华化学,2025-06-30,2025-08-12,21210000,1151000000
70010103,全国社保基金一零三组合,000408,藏格矿业,2025-06-30,2025-08-02,18120000,773000000
70010103,全国社保基金一零三组合,000921,海信家电,2025-06-30,2025-07-31,6000000,154000000
70010103,全国社保基金一零三组合,603268,*ST松发,2025-03-31,2025-04-30,1820000,60580000
70010103,全国社保基金一零三组合,601233,桐昆股份,2025-03-31,2025-04-30,32000000,375000000
70010103,全国社保基金一零三组合,600452,涪陵电力,2025-03-31,2025-04-30,73000000,697000000
70010103,全国社保基金一零三组合,600031,三一重工,2025-03-31,2025-04-30,87000000,1659000000
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2025-03-31,2025-04-30,36500000,1324000000
70010103,全国社保基金一零三组合,002078,太阳纸业,2025-03-31,2025-04-30,49000000,721000000
70010103,全国社保基金一零三组合,688293,奥浦迈,2025-03-31,2025-04-29,3005000,109000000
70010103,全国社保基金一零三组合,603180,金牌家居,2025-03-31,2025-04-29,1402000,26020000
70010103,全国社保基金一零三组合,601699,潞安环能,2025-03-31,2025-04-29,26000000,313000000
70010103,全国社保基金一零三组合,300136,信维通信,2025-03-31,2025-04-29,37000000,878999999
70010103,全国社保基金一零三组合,002832,比音勒芬,2025-03-31,2025-04-29,17550000,324000000
70010103,全国社保基金一零三组合,002791,坚朗五金,2025-03-31,2025-04-29,1837000,41710000
70010103,全国社保基金一零三组合,000983,山西焦煤,2025-03-31,2025-04-29,36040000,248000000
70010103,全国社保基金一零三组合,000921,海信家电,2025-03-31,2025-04-29,6000000,178000000
70010103,全国社保基金一零三组合,603180,金牌家居,2024-12-31,2025-04-29,1402000,29470000
70010103,全国社保基金一零三组合,601699,潞安环能,2024-12-31,2025-04-29,47100000,676000000
70010103,全国社保基金一零三组合,300136,信维通信,2024-12-31,2025-04-29,37000000,941000000
70010103,全国社保基金一零三组合,002832,比音勒芬,2024-12-31,2025-04-29,17500000,375000000
70010103,全国社保基金一零三组合,000983,山西焦煤,2024-12-31,2025-04-29,93040000,767000000
70010103,全国社保基金一零三组合,000534,万泽股份,2025-03-31,2025-04-28,17330000,272000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2025-04-23,2025-04-26,29320000,610000000
70010103,全国社保基金一零三组合,688593,新相微,2025-03-31,2025-04-26,5500000,101000000
70010103,全国社保基金一零三组合,603848,好太太,2025-03-31,2025-04-26,4684000,64880000
70010103,全国社保基金一零三组合,601633,长城汽车,2025-03-31,2025-04-26,43600000,1138000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2025-03-31,2025-04-26,25310000,559000000
70010103,全国社保基金一零三组合,000528,柳工,2025-03-31,2025-04-26,32000000,358000000
70010103,全国社保基金一零三组合,603848,好太太,2024-12-31,2025-04-26,4584000,75460000
70010103,全国社保基金一零三组合,688125,安达智能,2025-03-31,2025-04-25,2652000,98320000
70010103,全国社保基金一零三组合,600060,海信视像,2025-03-31,2025-04-25,26000000,645000000
70010103,全国社保基金一零三组合,600282,南钢股份,2025-03-31,2025-04-23,108000000,498000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2025-04-17,2025-04-22,28820000,598000000
70010103,全国社保基金一零三组合,600309,万华化学,2025-04-14,2025-04-22,21210000,1261000000
70010103,全国社保基金一零三组合,300628,亿联网络,2025-03-31,2025-04-21,24310000,993000000
70010103,全国社保基金一零三组合,300628,亿联网络,2024-12-31,2025-04-21,21710000,838000000
70010103,全国社保基金一零三组合,000408,藏格矿业,2025-03-31,2025-04-19,18910000,678000000
70010103,全国社保基金一零三组合,600452,涪陵电力,2024-12-31,2025-04-18,72010000,763000000
70010103,全国社保基金一零三组合,600031,三一重工,2024-12-31,2025-04-18,87010000,1434000000
70010103,全国社保基金一零三组合,688293,奥浦迈,2024-12-31,2025-04-16,1755000,64030000
70010103,全国社保基金一零三组合,600309,万华化学,2025-03-31,2025-04-15,21210000,1426000000
70010103,全国社保基金一零三组合,600309,万华化学,2024-12-31,2025-04-15,20700000,1477000000
70010103,全国社保基金一零三组合,600031,三一重工,2025-04-03,2025-04-12,87000000,1662000000
70010103,全国社保基金一零三组合,835249,莱特光电,2024-12-31,2025-04-10,7100000,0
70010103,全国社保基金一零三组合,688150,莱特光电,2024-12-31,2025-04-10,7100000,160000000
70010103,全国社保基金一零三组合,002078,太阳纸业,2024-12-31,2025-04-10,50000000,744000000
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2024-12-31,2025-04-09,34300000,1251000000
70010103,全国社保基金一零三组合,600060,海信视像,2024-12-31,2025-03-31,26000000,518000000
70010103,全国社保基金一零三组合,601633,长城汽车,2024-12-31,2025-03-29,41200000,1085000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2024-12-31,2025-03-29,21840000,472000000
70010103,全国社保基金一零三组合,000921,海信家电,2024-12-31,2025-03-29,7000000,202000000
70010103,全国社保基金一零三组合,000528,柳工,2024-12-31,2025-03-29,48000000,579000000
70010103,全国社保基金一零三组合,002791,坚朗五金,2024-12-31,2025-03-28,5500000,125000000
70010103,全国社保基金一零三组合,000915,华特达因,2024-12-31,2025-03-21,7010000,198000000
70010103,全国社保基金一零三组合,600282,南钢股份,2024-12-31,2025-03-20,108000000,507000000
70010103,全国社保基金一零三组合,688593,新相微,2025-02-28,2025-03-15,5500000,126000000
70010103,全国社保基金一零三组合,000534,万泽股份,2024-12-31,2025-03-07,17000000,219000000
70010103,全国社保基金一零三组合,688293,奥浦迈,2025-01-16,2025-02-08,1755000,68740000
70010103,全国社保基金一零三组合,000528,柳工,2024-12-02,2024-12-05,48000000,534000000
70010103,全国社保基金一零三组合,601699,潞安环能,2024-09-30,2024-10-31,32010000,565000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2024-09-30,2024-10-31,38310000,1002999999
70010103,全国社保基金一零三组合,600031,三一重工,2024-09-30,2024-10-31,77000000,1454000000
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2024-09-30,2024-10-31,32010000,1145000000
70010103,全国社保基金一零三组合,002832,比音勒芬,2024-09-30,2024-10-31,16700000,405000000
70010103,全国社保基金一零三组合,002301,齐心集团,2024-09-30,2024-10-31,8000000,46800000
70010103,全国社保基金一零三组合,000921,海信家电,2024-09-30,2024-10-31,11750000,417000000
70010103,全国社保基金一零三组合,000534,万泽股份,2024-09-30,2024-10-31,16400000,185000000
70010103,全国社保基金一零三组合,600452,涪陵电力,2024-09-30,2024-10-30,72030000,777000000
70010103,全国社保基金一零三组合,600060,海信视像,2024-09-30,2024-10-30,22000000,492000000
70010103,全国社保基金一零三组合,300136,信维通信,2024-09-30,2024-10-30,34000000,789000000
70010103,全国社保基金一零三组合,002925,盈趣科技,2024-09-30,2024-10-30,5000000,69000000
70010103,全国社保基金一零三组合,002791,坚朗五金,2024-09-30,2024-10-30,6000000,186000000
70010103,全国社保基金一零三组合,000983,山西焦煤,2024-09-30,2024-10-30,93040000,889000000
70010103,全国社保基金一零三组合,837020,华通线缆,2024-09-30,2024-10-29,4248000,24640000
70010103,全国社保基金一零三组合,605196,华通线缆,2024-09-30,2024-10-29,4248000,40860000
70010103,全国社保基金一零三组合,002078,太阳纸业,2024-09-30,2024-10-29,50000000,754000000
70010103,全国社保基金一零三组合,601633,长城汽车,2024-09-30,2024-10-26,40000000,1212000000
70010103,全国社保基金一零三组合,600549,厦门钨业,2024-09-30,2024-10-26,12000000,250999999
70010103,全国社保基金一零三组合,600282,南钢股份,2024-09-30,2024-10-26,108000000,524000000
70010103,全国社保基金一零三组合,002236,大华股份,2024-09-30,2024-10-26,25000000,430999999
70010103,全国社保基金一零三组合,835249,莱特光电,2024-09-30,2024-10-25,6401000,0
70010103,全国社保基金一零三组合,688150,莱特光电,2024-09-30,2024-10-25,6401000,138000000
70010103,全国社保基金一零三组合,300628,亿联网络,2024-09-30,2024-10-23,19000000,802999999
70010103,全国社保基金一零三组合,000528,柳工,2024-09-30,2024-10-23,46000000,575000000
70010103,全国社保基金一零三组合,002925,盈趣科技,2024-09-02,2024-09-07,5000000,59050000
70010103,全国社保基金一零三组合,002832,比音勒芬,2024-06-30,2024-08-31,16000000,387000000
70010103,全国社保基金一零三组合,002791,坚朗五金,2024-06-30,2024-08-31,6000000,155000000
70010103,全国社保基金一零三组合,000921,海信家电,2024-06-30,2024-08-31,10000000,322000000
70010103,全国社保基金一零三组合,000534,万泽股份,2024-06-30,2024-08-31,16400000,163000000
70010103,全国社保基金一零三组合,603901,永创智能,2024-06-30,2024-08-30,7000000,49630000
70010103,全国社保基金一零三组合,601633,长城汽车,2024-06-30,2024-08-30,40000000,1011999999
70010103,全国社保基金一零三组合,600031,三一重工,2024-06-30,2024-08-30,73000000,1205000000
70010103,全国社保基金一零三组合,002078,太阳纸业,2024-06-30,2024-08-29,50000000,698000000
70010103,全国社保基金一零三组合,000528,柳工,2024-06-30,2024-08-29,31000000,347000000
70010103,全国社保基金一零三组合,300567,精测电子,2024-06-30,2024-08-28,4000000,225999999
70010103,全国社保基金一零三组合,000983,山西焦煤,2024-06-30,2024-08-28,80040000,825000000
70010103,全国社保基金一零三组合,300628,亿联网络,2024-06-30,2024-08-27,18000000,662000000
70010103,全国社保基金一零三组合,300136,信维通信,2024-08-21,2024-08-26,34000000,620000000
70010103,全国社保基金一零三组合,002925,盈趣科技,2024-08-21,2024-08-24,6000000,68220000
70010103,全国社保基金一零三组合,600060,海信视像,2024-06-30,2024-08-24,20000000,495000000
70010103,全国社保基金一零三组合,002301,齐心集团,2024-06-30,2024-08-24,8000000,38640000
70010103,全国社保基金一零三组合,002236,大华股份,2024-06-30,2024-08-24,46000000,711000000
70010103,全国社保基金一零三组合,601699,潞安环能,2024-06-30,2024-08-23,26010000,472000000
70010103,全国社保基金一零三组合,600549,厦门钨业,2024-06-30,2024-08-23,12000000,206999999
70010103,全国社保基金一零三组合,600426,华鲁恒升,2024-06-30,2024-08-23,36810000,981000000
70010103,全国社保基金一零三组合,301101,明月镜片,2024-06-30,2024-08-22,1958000,43740000
70010103,全国社保基金一零三组合,300136,信维通信,2024-06-30,2024-08-22,33000000,646000000
70010103,全国社保基金一零三组合,002925,盈趣科技,2024-06-30,2024-08-22,10000000,127000000
70010103,全国社保基金一零三组合,835249,莱特光电,2024-06-30,2024-08-20,6201000,0
70010103,全国社保基金一零三组合,688150,莱特光电,2024-06-30,2024-08-20,6201000,120000000
70010103,全国社保基金一零三组合,603119,浙江荣泰,2024-06-30,2024-08-20,4551000,80640000
70010103,全国社保基金一零三组合,600282,南钢股份,2024-06-30,2024-08-20,93000000,463000000
70010103,全国社保基金一零三组合,600452,涪陵电力,2024-06-30,2024-08-16,47100000,597000000
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2024-06-30,2024-08-14,27000000,1074000000
70010103,全国社保基金一零三组合,600309,万华化学,2024-06-30,2024-08-13,20800000,1682000000
70010103,全国社保基金一零三组合,603901,永创智能,2024-07-05,2024-07-10,5000000,33200000
70010103,全国社保基金一零三组合,837020,华通线缆,2024-03-31,2024-04-30,3731000,21640000
70010103,全国社保基金一零三组合,605196,华通线缆,2024-03-31,2024-04-30,3731000,40820000
70010103,全国社保基金一零三组合,600452,涪陵电力,2024-03-31,2024-04-30,45000000,604000000
70010103,全国社保基金一零三组合,002078,太阳纸业,2024-03-31,2024-04-30,50000000,728000000
70010103,全国社保基金一零三组合,000983,山西焦煤,2024-03-31,2024-04-30,63040000,651000000
70010103,全国社保基金一零三组合,600031,三一重工,2024-03-31,2024-04-29,70000000,1021000000
70010103,全国社保基金一零三组合,000534,万泽股份,2024-03-31,2024-04-29,16400000,204999999
70010103,全国社保基金一零三组合,600031,三一重工,2023-12-31,2024-04-29,74000000,1019000000
70010103,全国社保基金一零三组合,688593,新相微,2024-03-31,2024-04-27,1200000,12160000
70010103,全国社保基金一零三组合,603901,永创智能,2024-03-31,2024-04-27,21230000,189000000
70010103,全国社保基金一零三组合,002925,盈趣科技,2024-03-31,2024-04-27,16000000,252999999
70010103,全国社保基金一零三组合,002832,比音勒芬,2024-03-31,2024-04-27,15900000,463999999
70010103,全国社保基金一零三组合,000528,柳工,2024-03-31,2024-04-27,20100000,168000000
70010103,全国社保基金一零三组合,603901,永创智能,2023-12-31,2024-04-27,19000000,225999999
70010103,全国社保基金一零三组合,002925,盈趣科技,2023-12-31,2024-04-27,16000000,312000000
70010103,全国社保基金一零三组合,002832,比音勒芬,2023-12-31,2024-04-27,15300000,484999999
70010103,全国社保基金一零三组合,002180,纳思达,2023-12-31,2024-04-27,11010000,249000000
70010103,全国社保基金一零三组合,603119,浙江荣泰,2024-03-31,2024-04-25,2200000,55390000
70010103,全国社保基金一零三组合,601633,长城汽车,2024-03-31,2024-04-25,38000000,868000000
70010103,全国社保基金一零三组合,600426,华鲁恒升,2024-03-31,2024-04-25,34000000,889000000
70010103,全国社保基金一零三组合,002938,鹏鼎控股,2024-03-31,2024-04-25,24000000,557000000
70010103,全国社保基金一零三组合,002791,坚朗五金,2024-03-31,2024-04-25,5160000,179000000
70010103,全国社保基金一零三组合,000921,海信家电,2024-03-31,2024-04-25,11000000,335000000
70010103,全国社保基金一零三组合,300136,信维通信,2024-03-31,2024-04-24,33000000,665000000
70010103,全国社保基金一零三组合,300136,信维通信,2023-12-31,2024-04-24,32930000,777000000
70010103,全国社保基金一零三组合,600282,南钢股份,2024-03-31,2024-04-23,80000000,377000000
70010103,全国社保基金一零三组合,600060,海信视像,2024-03-31,2024-04-23,18000000,430000000
70010103,全国社保基金一零三组合,301101,明月镜片,2024-03-31,2024-04-23,1958000,54950000
70010103,全国社保基金一零三组合,300628,亿联网络,2024-03-31,2024-04-23,14030000,362000000
